[39.917019, 116.552742]	初中美人完全无脑啊我擦，心伤透	Thu Oct 24 11:01:48 +0800 2013
[39.92297, 116.485825]	爆肚~灌肠~炒肝~杂酱面~煎饼~老酸奶~烤冷面~双皮奶~[哈哈][嘻嘻][酷][奥特曼]	Wed Jan 15 21:55:22 +0800 2014
[39.908001961771, 116.45703884125]	还在听一体共和乐队的歌，好喜欢，最近爱听歌了。最近情绪太容易爆发，缓解缓解情绪。	Fri Oct 18 13:03:20 +0800 2013
[39.69912, 116.31261]	在家门口堵了。。。。[汗][汗][汗][汗][汗]	Fri Oct 25 18:00:12 +0800 2013
[31.244892, 121.440598]	Moghanshanlu	Sat Nov 16 17:16:08 +0800 2013
[23.131797, 113.112501]	修身养性、节制自己	Thu Oct 17 23:46:10 +0800 2013
[31.176117, 121.488308]	你們說是我是戴紅框眼鏡好看還是粉框眼鏡呢[哈哈]	Sat Oct 19 17:26:05 +0800 2013
[40.033642, 116.668694]	上了一天班，老公困的不行了。可我实在是无聊啊。。对不起了老公！[哈哈][哈哈][哈哈][酷][酷][酷][做鬼脸][做鬼脸][做鬼脸]	Tue Jan 07 20:09:26 +0800 2014
[39.909568, 116.404182]	明天白天0度啊，注意身体啊，别不要温度要风度，最后让你过度扎针！@人生以痛吻我	Tue Nov 26 17:48:53 +0800 2013
[39.899209805, 116.36329602]	我快受不了了，从五点坐上车一直到现在堵了半个小时挪了两站地铁二号线的距离	Sat Oct 12 17:31:43 +0800 2013
[30.540538, 104.067596]	#小米盒子读心术#@小米盒子+配图才能抽奖！。。。	Fri Mar 07 19:44:03 +0800 2014
[23.164215, 113.411865]	单相思一方热，永远不能成为朋友，因为他需要的不是友情是爱情	Mon Dec 30 18:35:48 +0800 2013
[39.983472, 116.758906]	恒大牛逼！埃神，孔卡，穆里齐，郜林，郑智牛逼！许家印牛逼！	Sat Nov 09 22:02:11 +0800 2013
[23.178537, 113.252453]	嘟嘟来，happynewyear，yeah！！	Wed Jan 01 15:13:21 +0800 2014
[31.235618412008, 121.50579434359]	我完全就是仗着学校远，，然后就可以不加班啦[兔子][兔子]回去写ps去~~	Wed Oct 16 17:46:32 +0800 2013
[31.190001, 121.450996]	耐心点，坚强点；总有一天，你承受过的疼痛会有助于你。	Thu Feb 20 04:12:31 +0800 2014
[31.20653, 121.41384]	右眼狂跳[泪]	Wed Feb 26 20:05:52 +0800 2014
[23.220298, 113.290832]	新年咯，2014你好[爱你][爱你]	Wed Jan 01 00:08:54 +0800 2014
[39.908669, 116.446205]	又吃了一个蛋糕[爱你]好好吃[花心]	Mon Mar 23 17:36:28 +0800 2015
[39.844818, 116.488243]	#李娜澳网夺冠#牛逼	Sat Jan 25 19:07:30 +0800 2014
[30.5591170343, 103.976817435]	#为张伟点个赞#张益达，我们都爱	Mon Jan 27 23:59:57 +0800 2014
[30.928806, 121.45463]	大家对养老的事情怎么看，觉得怎样才是孝呢？	Fri Jan 17 23:33:21 +0800 2014
[40.00393, 116.25949]	15年的陪伴宝贝希望下辈子你还能遇到一个好人家[悲伤][悲伤][悲伤]	Sat Mar 21 10:47:19 +0800 2015
[39.827258780635, 116.47773742676]	养了你们快两年啦[爱你][爱你][爱你]	Thu Nov 20 19:18:02 +0800 2014
[30.641262, 104.077972]	AAPE成都IFS店	Sun Mar 02 01:58:54 +0800 2014
[23.167828, 113.488814]	临节日末，非有那么些人弄得你忍不住发火～都是高校出来，都是一个地方工作，上个公交你能不这么没底线么？气shi窝也。虽然不知道人名，但也请自重，请不要凭藉你一身敏捷跟拿着好多东西的人挤，好么？下次你告诉姐，姐让你坐，成么？	Wed Jan 01 21:17:52 +0800 2014
[22.829222, 113.51287]	谢少颜老师，一定要康复啊。我为你祈祷。	Sat Nov 30 23:45:01 +0800 2013
[39.993194444444, 116.18076388889]	没有什么比等待更漫长，有时候总是一个人期待着，期待着那些自己想要的结果，这一切需要的不止是热爱，更多的是抱有的那份希望。。	Sat Nov 23 20:43:46 +0800 2013
[31.1917286186, 121.492533709]	我在西藏南路隧道	Sat Oct 19 12:36:35 +0800 2013
[30.582458, 104.066124]	老本行。走起	Mon Mar 03 15:41:18 +0800 2014
[39.86068, 116.400238]	当你在一个圈子里混的比较好时，你就把这当全世界了[闭嘴]	Wed Oct 16 18:37:28 +0800 2013
[31.159305, 121.644317]	《吸血鬼日记》的女主@妮娜杜波夫NinaDobrev，来上海的时候没想到和我到了一个商场，虽然在商场LED看到的。	Sun Jan 19 17:28:48 +0800 2014
[22.990444, 113.34076]	插上联网的电脑就有WiFi，刚发布的#小米随身WiFi#简直是@小米手机	Wed Dec 25 23:37:46 +0800 2013
[31.23966, 121.55968]	我在亚龙国际酒店宴会厅#工作#	Tue Nov 12 13:14:48 +0800 2013
[39.923667115, 116.51839031]	柳姐给买的冰激凌，好吃……	Sun Feb 23 17:22:20 +0800 2014
[23.085189, 113.313491]	高贵的女人看她的内衣。精致的女人看她的指甲。性感的女人看她的香水。气质的女人看她的手表。拜金的女人看她的包包。可爱的女人看她的朋友。感性的女人看她的文章。贤惠的女人看她的拿手菜。浪漫的女人看她的睡衣。小资的女人看她的化妆包。内涵的女人看她的父母	Thu Jan 09 11:35:00 +0800 2014
[31.298007999, 121.5367481]	请问《继承者们》的男一究竟是好看在哪儿~_~	Mon Nov 25 18:19:48 +0800 2013
[39.921963, 116.438866]	#Lumia中国好照片#诺基亚Lumia1020影展，我在悠唐[围观][围观]	Sat Nov 16 19:54:40 +0800 2013
[30.667602, 104.052425]	十分钟自制鸡蛋面	Tue Nov 26 19:25:12 +0800 2013
[31.108999, 121.387001]	7点半出门、考到现在。，不过过了[哈哈][偷笑]	Fri Jan 24 14:10:32 +0800 2014
[23.154626, 113.362511]	多久没这么痛过，这次会持续多久……	Thu Nov 07 00:20:15 +0800 2013
[39.920708, 116.526579]	武夷山	Sun Mar 09 02:54:18 +0800 2014
[23.092814, 113.338971]	我是个贪烟酗酒的人所以我不适合爱情	Fri Dec 20 23:55:56 +0800 2013
[31.265681, 121.594199]	我在巴顿火锅(荷泽路店)。饿SHI了，骨头锅奉上！！	Tue Oct 22 19:07:29 +0800 2013
[23.146733, 113.07709]	像贱一样的寻找食物，好猥琐[哈哈][哈哈]	Sat Mar 22 23:29:35 +0800 2014
[30.646753, 104.162764]	我只想跟你好好努力	Thu Dec 05 23:58:33 +0800 2013
[23.228008, 113.306707]	[失望][失望][失望]	Sat Dec 28 22:46:47 +0800 2013
[40.022648, 116.562454]	有谁能告诉我哪有卖AJ正品鞋的，非常感谢[泪]	Thu Oct 24 23:28:22 +0800 2013
[23.102407, 113.269669]	@SurfaceTeam	Sun Nov 03 11:11:04 +0800 2013
[31.192771911, 121.59417724]	外面的风，喧嚣了点。。。	Wed Jan 08 19:03:18 +0800 2014
[39.718082, 116.465843]	今天怎么了？困懵圈了。	Mon Oct 14 22:11:54 +0800 2013
[30.55896, 104.148674]	董小姐回归蓝顶啦！革命就是请客吃饭啊！今晚的清真羊肉串烧烤酒趴走起[坏笑]已飙升至16人啦哈哈哈，工作室大酒缸欢迎您[坏笑]@代磊DL@可薇婴@西西洛夫@画画的波子@蕊蕊小宝@PUP1216@爆-花-@张-檬-兮@陈瑞峰的名单	Sat Nov 16 23:54:49 +0800 2013
[39.85873, 116.433586]	大家都忘买电了……正好抹黑洗洗睡吧！总算12点之前能躺床上了，也甭惦记双12了。	Wed Dec 11 23:55:29 +0800 2013
[31.24304, 121.506409]	中西混合味道意想外的好！！！	Sun Feb 23 14:36:17 +0800 2014
[30.939514, 121.613987]	如果有一天，你开始后悔放弃我，请记得，我曾经像乞丐一样求你留下过。	Mon Mar 03 15:42:48 +0800 2014
[23.11239, 113.35803]	挨咗兩個禮拜早班，人都癲呀	Sat Mar 01 07:40:16 +0800 2014
[23.032137, 113.125004]	到底要大细眼到几时...[抓狂][抓狂]	Sat Nov 02 14:52:43 +0800 2013
[39.844818, 116.488243]	就算世界千疮百孔，也要和你逃到最浪漫的地方	Sun Nov 03 18:32:18 +0800 2013
[30.675455, 104.069532]	围巾系在背后，穿上一字肩t恤，好仙好优雅。怎么办，公子要爱上这个菇凉了[兔子][兔子]	Sat Nov 16 01:22:07 +0800 2013
[31.26347, 121.443068]	可能今天太high了，但我现在又想吐了[泪]	Wed Dec 25 21:46:40 +0800 2013
[31.136535, 121.534934]	一场场的颠肺流离。。	Sun Feb 16 22:14:01 +0800 2014
[39.977516, 116.383934]	在我面前你永远是我认识的样子[兔子][兔子][兔子]	Sat Mar 22 20:34:59 +0800 2014
[23.032608, 113.332559]	来得有点早	Sat Nov 09 08:10:04 +0800 2013
[39.899396, 116.375139]	国家的首都，可是每次乘地铁都害怕掉下去，	Wed Nov 06 16:41:48 +0800 2013
[40.041882, 116.25901]	时光流逝，一切都经不起时间的玩弄，做些你真心想做的事吧，即使会失败…也要尝试	Thu Mar 06 17:40:04 +0800 2014
[31.250150968, 121.50491413]	瑞士将要投票是否每个月每个人发约和人民币1.7W的钱[抓狂][抓狂][抓狂]请卡米撒麻赐我瑞士国籍！这就是真土豪啊有木有[泪][泪][泪]我还在为要还我妈13500而准备手捧窝窝头，不吃一滴油……人家随擦擦就发这么多钱……我要去瑞士卖番茄[挖鼻屎]	Thu Dec 19 22:43:50 +0800 2013
[23.079718, 113.233643]	这个女人真心好美～	Sun Dec 22 18:24:50 +0800 2013
[31.17601, 121.354248]	goodlucktothenextcomingweek&missyouQ	Sun Oct 20 22:19:15 +0800 2013
[23.12104, 113.392356]	挫折、我会走过去的，我一个人就够！	Tue Dec 17 01:07:22 +0800 2013
[23.178968, 113.241942]	万国。飞行员系列，7750机械，爆款！！	Wed Nov 06 08:26:29 +0800 2013
[31.19268, 121.321518]	上海，夏天见放零食的包没关紧零食顺着安检带一路倒了出来（默默去捡[拜拜][拜拜][拜拜]	Sun Feb 16 08:22:24 +0800 2014
[30.630807, 104.064217]	累……	Sun Jan 19 22:17:46 +0800 2014
[31.239067, 121.443329]	有三样东西有助于缓解生命的辛劳：希望，睡眠和笑。安安~[雪][雪人][月亮]	Mon Dec 23 23:56:03 +0800 2013
[39.932503, 116.636673]	隔壁村德二狗蛋[爱你][爱你][爱你][爱你]	Sat Jan 04 16:01:01 +0800 2014
[39.890499, 116.3591]	是说现在姑娘们都喜欢这种暖男欧巴么？那是不是说走言情路线能有更多机会？请回答1994	Mon Jan 13 00:00:02 +0800 2014
[31.106197, 121.387573]	[嘻嘻][嘻嘻]这里买面包还送都教授海报！	Sat Mar 22 17:57:06 +0800 2014
[23.15077, 113.40729]	玛莎拉蒂[哈哈][哈哈][哈哈]吃了好多点心，为什么有钱人的东西那么难吃@Adair-欧-耶只吃饭不洗碗@玉妹lu卢--Yuki@婉佳十	Thu Nov 21 23:54:33 +0800 2013
[39.890991, 116.336029]	酒，是一种文化。嗜酒如命的伏生，先练出酒胆酒量酒德酒品酒道酒文化；再练成酒圣酒侠酒痴酒神酒鬼酒葫芦，书酒一家兮，同去同归。—《伏生》@中国国家话剧院@王晓鹰@暖炉边的小米@宇宙老张	Tue Dec 10 17:35:59 +0800 2013
